2.979954128326904E-11 8.968944589691794E-5 2.0677280830310692E-5 8.895772760014013E-5 1.1460864315060416E-6 2.9185379036774412E-5 2.619145652942972E-5 5.166142004869238E-5 1.4654688765950094E-5 5.362284684183015E-5 5.107310911130384E-5 5.660394486157135E-5 2.858233788759587E-4 1.4957049020126946E-5 2.9400292687574033E-5 2.6339902380420363E-5 2.595725686738482E-5 4.1879497840163953E-5 4.280076009657905E-4 4.0276924511266365E-4 2.520486907261468E-4 2.467559194360104E-4 1.495863988459651E-4 2.0587431316169318E-4 7.623626410618478E-7 3.5882724254135146E-5 1.4186958177364806E-4 2.3174467052586133E-4 4.187772256786591E-5 1.233081800678094E-4 
0.9999836956284198 1.774841422067446E-4 3.637461322197808E-5 1.6914113868801948E-5 3.263991492439572E-5 1.0544869524502679E-5 4.155851124407399E-4 1.697620535347131E-5 1.2490497384587987E-4 6.8922970411843E-5 2.5447337289958877E-5 6.7459192938968635E-6 1.35546518122656E-4 5.737537277352199E-5 9.196236088366045E-5 2.3991483678415497E-5 8.13319174139748E-6 2.5762064883888977E-5 2.4143139339563298E-4 5.057216054308642E-6 6.405859626118072E-5 4.685179783988113E-5 1.0984010621475873E-4 7.756356120144735E-5 8.842875129543963E-5 9.270242569498833E-5 3.8274046228841215E-4 2.4893114286075904E-5 1.9779130399385706E-4 5.708914893601251E-5 
0.08210938058082551 1.937228856721417E-4 2.312759040844712E-6 3.842850482457573E-5 3.8049451112058286E-6 1.3363373648665392E-4 1.2484271981530476E-4 1.9004577145210076E-4 1.4262482120699308E-5 6.506506337028978E-5 1.4981259042060745E-5 1.7416089725929124E-6 2.6347550984739466E-4 8.993009902299228E-5 2.5651148005344677E-4 1.6224822993809277E-5 2.1663078463977827E-5 2.9179196190959696E-4 2.713893118755411E-4 3.9227597755059443E-4 2.0021217460654926E-4 1.395429088327961E-5 1.9752131762674837E-4 4.374585651018565E-5 2.2739530082426746E-4 1.0415445560561592E-4 1.7898087915059518E-4 1.745308027642521E-4 1.3132125758069183E-4 5.7002198789892466E-5 
0.40540164717529326 1.042725760410559E-4 2.5023874825625906E-5 9.477477352000153E-5 8.825909266961597E-5 4.346391476752193E-5 3.529335461671643E-4 1.6644012956412252E-4 3.778749731673157E-5 5.450135551193987E-5 2.5564098428887167E-5 8.060474258600404E-5 3.125102877500182E-4 5.993450761797367E-5 4.5185212818883984E-5 4.4947736823525467E-7 4.1097670849547086E-5 1.0723822693652322E-5 2.4156219262240166E-4 1.7827008322252545E-5 2.7260678767469196E-4 9.472755606008477E-5 7.108960047614226E-5 1.3600952131833447E-5 1.1301526306246217E-4 1.6250874537763468E-4 3.496421373100113E-4 2.491968018862377E-4 4.234994432504032E-5 1.0682212056551774E-4 
0.8616797736680174 1.763581267778171E-4 8.636643690684959E-5 2.715231411022361E-5 4.898872518418167E-6 2.1778560767291716E-4 5.212277227769512E-5 1.702677637689832E-4 0.003383761860027398 7.610380258898129E-5 2.5433620275711604E-5 2.9490027397564137E-5 7.525265163992041E-5 9.04059503819361E-5 2.279275918761659E-5 8.711605015208805E-6 1.902473141313701E-4 9.199892609695287E-6 2.601290090032354E-4 2.7188664529557353E-4 2.736444629576763E-4 7.849617515419723E-5 1.49070462795729E-4 3.291788601857353E-5 1.2637587044379579E-4 1.0967273417338711E-4 1.8725816674464526E-4 1.7042318004342413E-4 3.966286867772811E-5 1.1697881183093093E-4 
0.12205547135191058 7.11858729299386E-5 2.6340554381098003E-5 8.79230746492472E-5 8.23896400631157E-5 4.284778873819417E-5 3.4654078777024086E-5 3.692041077881688E-5 8.341906585009206E-5 6.313435213857455E-5 5.412187404363018E-5 5.588274956256647E-5 1.080077139366005E-4 4.990277483611282E-5 3.169607776350734E-5 8.311159578358317E-6 3.076747900037908E-5 1.8663355183035763E-4 2.2016411352046328E-4 2.0434537802656788E-4 2.6286474173696446E-4 1.6790529132868008E-5 5.4823753610364095E-5 3.686138661619197E-5 1.3004534720641135E-4 9.929405444687968E-6 4.981859713861427E-4 2.329885067542538E-4 4.260678028715219E-5 6.649625611606696E-5 
0.8302250259268062 7.437378580523875E-5 2.5900773200943226E-5 1.2959969632164764E-5 2.3349406072227987E-5 4.4154071437073445E-5 3.780461879749442E-5 9.057538512278122E-5 2.6374376930705325E-5 6.89555691511724E-5 1.4495592670005132E-5 5.582106996046774E-5 1.1156736270267727E-4 6.009171891998081E-5 2.1347462717978834E-4 2.869668843261434E-5 1.0559730890027287E-4 4.284186179146041E-5 2.536025515356373E-4 2.0974381480521053E-4 2.6424820837120735E-4 5.660818767748348E-5 6.536104375327321E-5 1.5184507824262755E-4 3.063131652097609E-4 2.696311669601237E-5 6.362150843656604E-4 2.1456095237930078E-4 2.6570578760546824E-5 8.301562534569399E-5 
0.20951765597379035 9.316567738446469E-5 2.4614686205217003E-5 1.548085318196676E-5 2.334270990690053E-5 4.206074830812948E-5 7.161557176972529E-5 1.9102834230047493E-4 1.1618350210350093E-4 3.076108315268937E-5 1.0181276437452149E-5 2.6688660115504304E-5 1.0850679801814474E-4 3.59202734263616E-5 2.606566973787162E-4 1.238889422592232E-6 1.0076134326053717E-4 1.358263309068832E-4 0.001000870465914363 2.1127627234579036E-4 3.195461701657477E-4 5.592600381973514E-5 2.7218824492755884E-6 1.9819870135452552E-4 3.391467667488159E-5 1.7807870863225446E-4 6.346455403055824E-4 2.1462152123834756E-4 2.691158505077354E-5 2.7557937603653145E-5 
0.34101261126962745 1.7829649234313156E-4 4.598919367836082E-5 9.29650720515763E-5 4.480031720594076E-5 3.6229462522153323E-5 1.045369317124707E-4 1.1369443896627208E-4 1.0278753387080256E-4 1.2107799940550844E-4 7.033370411609048E-5 1.6519808161116975E-5 1.345469012274639E-4 4.649162295207145E-5 2.6664756303704376E-4 1.5985009478407558E-5 1.092889564071052E-4 9.900392412459898E-6 2.8102787034255214E-5 4.2017675583345894E-4 2.500592298291151E-4 2.585737436908236E-5 1.0828612127556061E-4 1.5112407554767156E-5 0.019582749017634005 2.3526728103673647E-4 4.494197565009057E-4 2.2582602530192903E-5 4.337356872250713E-5 8.301562534569399E-5 
0.23223494975308354 1.9604936144550661E-4 2.277051863042551E-4 8.621245564199319E-5 7.082074726540866E-7 3.659637951171955E-5 3.7910941212538534E-4 1.8861260532492648E-6 8.269682248322909E-5 3.0803375945670383E-5 5.050373627479809E-5 1.113387955496263E-4 9.086860052961711E-5 4.747048896374791E-5 4.006151274757448E-5 8.276262621609068E-5 1.0837869815180328E-4 4.212848222279097E-5 4.3203759504704123E-4 4.629238018099782E-5 2.557229532940285E-4 2.5696569337213505E-5 1.5917531364237726E-5 2.7166683333373627E-4 8.893661375559519E-5 2.4273185250151582E-4 3.170394428145325E-4 2.0867337816883193E-5 5.910965656230338E-5 1.1238859265652806E-4 
